DATE,PRICE,Aufwendung
11/29/2014,E85,Unterhalt
12/01/2014,E17,Unterhalt
12/04/2014,E966,Unterhalt
12/15/2014,E541,Unterhalt
04/09/2015,E391,Unterhalt
05/13/2015,E641,Unterhalt
09/07/2015,E118,Unterhalt
10/15/2015,E826,Unterhalt
11/19/2015,E808,Unterhalt
12/14/2015,E394,Unterhalt
02/12/2016,E914,Unterhalt
02/14/2016,E410,Unterhalt
02/15/2016,E430,Unterhalt
04/15/2016,E272,Unterhalt
04/15/2016,E114,Unterhalt
04/24/2016,E42,Unterhalt
05/01/2016,E853,Unterhalt
07/07/2016,E501,Unterhalt
07/23/2016,E483,Unterhalt
09/01/2016,E729,Unterhalt
11/03/2016,E585,Unterhalt
11/19/2016,E439,Unterhalt
01/28/2017,E214,Unterhalt
03/19/2017,E218,Unterhalt
03/24/2017,E119,Unterhalt
04/11/2017,E209,Unterhalt
04/23/2017,E360,Unterhalt
04/25/2017,E900,Unterhalt
05/30/2017,E901,Unterhalt
07/19/2017,E819,Unterhalt
08/23/2017,E383,Unterhalt
09/21/2017,E821,Unterhalt
09/25/2017,E554,Unterhalt
10/17/2017,E914,Unterhalt
11/08/2017,E621,Unterhalt
12/15/2017,E335,Unterhalt
01/17/2018,E10,Unterhalt
02/22/2018,E959,Unterhalt
03/19/2018,E333,Unterhalt
06/30/2018,E378,Unterhalt
08/21/2018,E976,Unterhalt
01/09/2000,"E36,112",Zukaufteile
02/12/2000,"E4,383",Zukaufteile
03/27/2000,"E27,915",Zukaufteile
03/31/2000,"E5,249",Zukaufteile
05/31/2000,"E16,410",Zukaufteile
06/28/2000,"E30,301",Zukaufteile
10/21/2000,"E6,010",Zukaufteile
01/28/2001,"E42,149",Zukaufteile
03/04/2001,"E42,501",Zukaufteile
03/24/2001,"E18,159",Zukaufteile
04/08/2001,"E21,837",Zukaufteile
04/09/2001,"E31,698",Zukaufteile
04/27/2001,"E3,173",Zukaufteile
05/08/2001,"E16,043",Zukaufteile
09/14/2001,"E4,910",Zukaufteile
11/18/2001,"E23,961",Zukaufteile
11/27/2001,"E20,957",Zukaufteile
01/07/2002,"E17,507",Zukaufteile
02/12/2002,"E37,741",Zukaufteile
02/14/2002,"E4,180",Zukaufteile
03/25/2002,"E45,649",Zukaufteile
06/15/2002,"E39,787",Zukaufteile
06/17/2002,"E13,528",Zukaufteile
06/19/2002,"E48,596",Zukaufteile
07/21/2002,"E42,521",Zukaufteile
07/23/2002,"E16,778",Zukaufteile
11/21/2002,"E17,956",Zukaufteile
12/16/2002,"E31,825",Zukaufteile
02/17/2003,"E46,105",Zukaufteile
03/11/2003,"E22,547",Zukaufteile
04/09/2003,"E13,481",Zukaufteile
05/26/2003,"E21,595",Zukaufteile
10/01/2003,"E46,314",Zukaufteile
10/01/2003,"E15,093",Zukaufteile
11/26/2003,"E15,661",Zukaufteile
12/23/2003,"E24,318",Zukaufteile
12/31/2003,"E42,037",Zukaufteile
02/26/2004,"E29,333",Zukaufteile
02/27/2004,"E11,540",Zukaufteile
03/08/2004,"E6,770",Zukaufteile
08/24/2004,"E47,141",Zukaufteile
12/23/2004,"E7,783",Zukaufteile
02/17/2005,"E19,026",Zukaufteile
04/18/2005,"E47,249",Zukaufteile
05/27/2005,"E9,056",Zukaufteile
09/10/2005,"E2,868",Zukaufteile
09/13/2005,"E10,435",Zukaufteile
10/25/2005,"E30,062",Zukaufteile
11/05/2005,"E18,307",Zukaufteile
11/20/2005,"E10,686",Zukaufteile
12/10/2005,"E19,504",Zukaufteile
12/16/2005,"E2,257",Zukaufteile
12/21/2005,"E44,400",Zukaufteile
01/27/2006,"E7,391",Zukaufteile
02/13/2006,"E9,821",Zukaufteile
03/27/2006,"E32,511",Zukaufteile
04/20/2006,"E16,636",Zukaufteile
05/08/2006,"E11,909",Zukaufteile
06/06/2006,"E15,126",Zukaufteile
06/18/2006,"E14,146",Zukaufteile
08/05/2006,"E35,741",Zukaufteile
08/23/2006,"E25,080",Zukaufteile
08/25/2006,"E18,911",Zukaufteile
09/03/2006,"E49,424",Zukaufteile
09/11/2006,"E10,773",Zukaufteile
02/02/2007,"E30,433",Zukaufteile
02/20/2007,"E24,245",Zukaufteile
04/02/2007,"E27,660",Zukaufteile
09/18/2007,"E44,895",Zukaufteile
09/29/2007,"E43,590",Zukaufteile
11/16/2007,"E24,514",Zukaufteile
11/27/2007,"E22,235",Zukaufteile
03/01/2008,"E22,937",Zukaufteile
05/01/2008,"E27,113",Zukaufteile
05/23/2008,"E22,467",Zukaufteile
08/02/2008,"E7,578",Zukaufteile
09/24/2008,"E6,953",Zukaufteile
12/03/2008,"E14,128",Zukaufteile
12/23/2008,"E5,904",Zukaufteile
12/29/2008,"E24,260",Zukaufteile
01/05/2009,"E5,067",Zukaufteile
02/11/2009,"E29,732",Zukaufteile
02/13/2009,"E5,662",Zukaufteile
02/21/2009,"E46,117",Zukaufteile
02/28/2009,"E43,140",Zukaufteile
03/12/2009,"E2,567",Zukaufteile
04/20/2009,"E11,059",Zukaufteile
05/02/2009,"E17,941",Zukaufteile
05/23/2009,"E36,029",Zukaufteile
05/26/2009,"E48,483",Zukaufteile
06/22/2009,"E39,659",Zukaufteile
07/28/2009,"E45,449",Zukaufteile
08/25/2009,"E8,353",Zukaufteile
09/08/2009,"E44,310",Zukaufteile
12/28/2009,"E48,596",Zukaufteile
02/18/2010,"E18,286",Zukaufteile
03/03/2010,"E47,269",Zukaufteile
04/04/2010,"E46,368",Zukaufteile
04/08/2010,"E15,460",Zukaufteile
05/04/2010,"E49,222",Zukaufteile
05/06/2010,"E9,101",Zukaufteile
05/07/2010,"E26,609",Zukaufteile
05/13/2010,"E6,159",Zukaufteile
07/06/2010,"E44,464",Zukaufteile
10/24/2010,"E37,887",Zukaufteile
12/10/2010,"E17,775",Zukaufteile
03/16/2011,"E43,643",Zukaufteile
06/14/2011,"E43,004",Zukaufteile
06/18/2011,"E4,769",Zukaufteile
07/23/2011,"E5,257",Zukaufteile
12/01/2011,"E19,548",Zukaufteile
12/17/2011,"E45,449",Zukaufteile
12/20/2011,"E25,786",Zukaufteile
01/16/2012,"E4,366",Zukaufteile
02/13/2012,"E44,212",Zukaufteile
05/16/2012,"E14,124",Zukaufteile
06/03/2012,"E19,612",Zukaufteile
06/27/2012,"E26,770",Zukaufteile
07/23/2012,"E19,968",Zukaufteile
07/30/2012,"E49,816",Zukaufteile
08/14/2012,"E38,469",Zukaufteile
10/04/2012,"E5,076",Zukaufteile
01/24/2013,"E28,093",Zukaufteile
03/03/2013,"E41,214",Zukaufteile
03/03/2013,"E31,784",Zukaufteile
03/12/2013,"E48,234",Zukaufteile
05/05/2013,"E32,498",Zukaufteile
05/31/2013,"E38,696",Zukaufteile
06/02/2013,"E35,204",Zukaufteile
10/26/2013,"E7,887",Zukaufteile
11/11/2013,"E21,951",Zukaufteile
11/18/2013,"E37,236",Zukaufteile
01/24/2014,"E30,424",Zukaufteile
02/27/2014,"E20,298",Zukaufteile
03/31/2014,"E26,646",Zukaufteile
08/20/2014,"E17,699",Zukaufteile
11/16/2014,"E44,130",Zukaufteile
11/19/2014,"E2,429",Zukaufteile
12/09/2014,"E6,067",Zukaufteile
12/29/2014,"E3,101",Zukaufteile
01/15/2015,"E23,699",Zukaufteile
02/07/2015,"E18,659",Zukaufteile
02/19/2015,"E6,051",Zukaufteile
04/02/2015,"E46,010",Zukaufteile
06/08/2015,"E49,246",Zukaufteile
07/08/2015,"E19,624",Zukaufteile
08/04/2015,"E44,511",Zukaufteile
10/18/2015,"E16,461",Zukaufteile
11/05/2015,"E22,740",Zukaufteile
01/05/2016,"E19,361",Zukaufteile
02/16/2016,"E14,925",Zukaufteile
03/03/2016,"E26,729",Zukaufteile
06/08/2016,"E24,646",Zukaufteile
09/30/2016,"E25,043",Zukaufteile
12/15/2016,"E23,263",Zukaufteile
01/11/2017,"E18,124",Zukaufteile
02/26/2017,"E38,142",Zukaufteile
05/15/2017,"E3,448",Zukaufteile
05/31/2017,"E38,742",Zukaufteile
06/09/2017,"E35,189",Zukaufteile
06/16/2017,"E29,372",Zukaufteile
06/24/2017,"E19,409",Zukaufteile
07/08/2017,"E28,944",Zukaufteile
08/02/2017,"E26,138",Zukaufteile
09/24/2017,"E32,635",Zukaufteile
11/10/2017,"E6,464",Zukaufteile
12/19/2017,"E38,883",Zukaufteile
12/30/2017,"E21,827",Zukaufteile
02/09/2018,"E37,252",Zukaufteile
03/03/2018,"E43,542",Zukaufteile
04/03/2018,"E11,638",Zukaufteile
04/12/2018,"E30,788",Zukaufteile
05/09/2018,"E22,202",Zukaufteile
06/15/2018,"E23,651",Zukaufteile
09/17/2018,"E18,720",Zukaufteile
10/16/2018,"E41,298",Zukaufteile
11/13/2018,"E32,116",Zukaufteile
11/24/2018,"E26,346",Zukaufteile
12/07/2018,"E44,854",Zukaufteile
